match_id,innings_number,over_number,bowler,runs_conceded,wickets,is_maiden
1076002,1,4,eb2d5fe7,7,0,False
1076002,1,5,486065b3,11,0,False
1076002,1,6,bf1d7d3e,12,0,False
1076002,1,7,486065b3,5,0,False
1076002,1,8,0f12f9df,4,1,False
1076002,1,9,486065b3,11,0,False
1076002,1,10,3a0f6df2,3,1,False
1076002,1,11,3086f7a4,5,0,False
1076002,1,12,0f12f9df,9,0,False
1076002,1,13,3a0f6df2,6,0,False
1076002,1,14,eb2d5fe7,14,0,False
1076002,1,15,486065b3,8,1,False
1076002,1,16,3086f7a4,3,0,False
1076002,1,17,eb2d5fe7,13,1,False
1076002,1,18,3086f7a4,12,0,False
1076002,1,19,eb2d5fe7,17,1,False
1076002,2,0,a8e3170f,8,0,False
1076002,2,1,76388dc8,4,0,False
1076002,2,2,a8e3170f,4,1,False
1076002,2,3,76388dc8,13,0,False
1076002,2,4,a8e3170f,8,0,False
1076002,2,5,1c790f4f,5,0,False
1076002,2,6,9de62878,7,0,False
1076002,2,7,68ddabdb,9,0,False
1076002,2,8,9de62878,11,0,False
1076002,2,9,68ddabdb,11,0,False
1076002,2,10,76388dc8,17,0,False
1076002,2,11,1c790f4f,2,0,False
1076002,2,12,a8e3170f,3,0,False
1076002,2,13,1c790f4f,17,0,False
1076002,2,14,9de62878,6,0,False
1076002,2,15,4329fbb5,10,0,False
1076002,2,16,9de62878,4,1,False
1076002,2,17,68ddabdb,10,1,False
1076002,2,18,1c790f4f,2,1,False
1076002,2,19,68ddabdb,3,0,False
1076003,1,0,e174dadd,4,1,False
1076003,1,1,9cb8d7a6,9,0,False
1076003,1,2,e174dadd,7,0,False
1076003,1,3,5af743d0,12,0,False
1076003,1,4,f0e722e0,6,0,False
1076003,1,5,5af743d0,2,1,False
1076003,1,6,f0e722e0,8,0,False
1076003,1,7,6dd8b88c,15,0,False
1076003,1,8,9cb8d7a6,3,0,False
1076003,1,9,6dd8b88c,3,1,False
1076003,1,10,64c34cd0,4,0,False
1076003,1,11,6dd8b88c,15,0,False
1076003,1,12,64c34cd0,4,1,False
1076003,1,13,6dd8b88c,5,1,False
1076003,1,14,64c34cd0,4,1,False
1076003,1,15,e174dadd,6,0,False
1076003,1,16,64c34cd0,9,0,False
1076003,1,17,5af743d0,14,0,False
1076003,1,18,e174dadd,13,0,False
1076003,1,19,f0e722e0,10,0,False
1076003,2,0,64d43928,8,0,False
1076003,2,1,907d6e58,10,0,False
1076003,2,2,64d43928,8,0,False
1076003,2,3,9d430b40,4,0,False
1076003,2,4,907d6e58,4,0,False
1076003,2,5,1bf9a8ef,8,0,False
1076003,2,6,f2800ef3,6,0,False
1076003,2,7,9d430b40,4,0,False
1076003,2,8,f2800ef3,5,0,False
1076003,2,9,c03449e0,14,0,False
1076003,2,10,f2800ef3,6,0,False
1076003,2,11,9d430b40,5,1,False
1076003,2,12,1777c020,3,1,False
1076003,2,13,f2800ef3,3,0,False
1076003,2,14,b8a55852,13,0,False
1076003,2,15,9d430b40,6,0,False
1076003,2,16,64d43928,11,0,False
1076003,2,17,907d6e58,9,0,False
1076003,2,18,64d43928,13,0,False
1076003,2,19,907d6e58,16,0,False
1076004,1,0,2911de16,3,0,False
1076004,1,1,574665e2,2,2,False
1076004,1,2,7dc35884,0,0,True
1076004,1,3,574665e2,9,0,False
